Chromosome,Feature,Start,End,Strand,ID_gene,seqnames,start,end,width,Status,Gene,coverage_percentage,overlap,file
chr01,gene,36228953,36230953,-,Os01g0843500,chr01,36229201,36229300,100,hyper,Os01g0843500,100,TRUE,Azucena (CHH context)
chr01,gene,36294586,36296586,-,Os01g0845100,chr01,36295801,36295900,100,hyper,Os01g0845100,100,TRUE,Azucena (CHH context)
chr01,gene,36295008,36297008,+,Os01g0845000,chr01,36295801,36295900,100,hyper,Os01g0845000,100,TRUE,Azucena (CHH context)
chr01,gene,36393486,36395486,+,Os01g0847200,chr01,36394101,36394200,100,hypo,Os01g0847200,100,TRUE,Azucena (CHH context)
chr01,gene,36393917,36395917,-,Os01g0847250,chr01,36394101,36394200,100,hypo,Os01g0847250,100,TRUE,Azucena (CHH context)
chr01,gene,36754897,36756897,+,Os01g0853600,chr01,36756601,36756700,100,hypo,Os01g0853600,100,TRUE,Azucena (CHH context)
chr01,gene,36836524,36838524,-,Os01g0854651,chr01,36837601,36837700,100,hypo,Os01g0854651,100,TRUE,Azucena (CHH context)
chr01,gene,37019544,37021544,+,Os01g0856900,chr01,37021101,37021200,100,hypo,Os01g0856900,100,TRUE,Azucena (CHH context)
chr01,gene,37356205,37358205,+,Os01g0863300,chr01,37357501,37357600,100,hypo,Os01g0863300,100,TRUE,Azucena (CHH context)
chr01,gene,37708241,37710241,+,Os01g0869900,chr01,37708801,37708900,100,hypo,Os01g0869900,100,TRUE,Azucena (CHH context)
chr01,gene,37758054,37760054,-,Os01g0870750,chr01,37758801,37758900,100,hyper,Os01g0870750,100,TRUE,Azucena (CHH context)
chr01,gene,37758258,37760258,+,Os01g0871000,chr01,37758801,37758900,100,hyper,Os01g0871000,100,TRUE,Azucena (CHH context)
chr01,gene,37826417,37828417,+,Os01g0872300,chr01,37827401,37827500,100,hypo,Os01g0872300,100,TRUE,Azucena (CHH context)
chr01,gene,37832199,37834199,+,Os01g0872500,chr01,37833901,37834000,100,hypo,Os01g0872500,100,TRUE,Azucena (CHH context)
chr01,gene,37832234,37834234,-,Os01g0872533,chr01,37833901,37834000,100,hypo,Os01g0872533,100,TRUE,Azucena (CHH context)
chr01,gene,38303824,38305824,+,Os01g0882400,chr01,38304601,38304700,100,hypo,Os01g0882400,100,TRUE,Azucena (CHH context)
chr01,gene,38304570,38306570,-,Os01g0882500,chr01,38304601,38304700,100,hypo,Os01g0882500,100,TRUE,Azucena (CHH context)
chr01,gene,38396996,38398996,-,Os01g0884300,chr01,38398501,38398600,100,hypo,Os01g0884300,100,TRUE,Azucena (CHH context)
chr01,gene,38417314,38419314,+,Os01g0884600,chr01,38417701,38417800,100,hyper,Os01g0884600,100,TRUE,Azucena (CHH context)
chr01,gene,38759910,38761910,+,Os01g0891601,chr01,38761001,38761100,100,hyper,Os01g0891601,100,TRUE,Azucena (CHH context)
chr01,gene,38793480,38795480,+,Os01g0892300,chr01,38793801,38793900,100,hypo,Os01g0892300,100,TRUE,Azucena (CHH context)
chr01,gene,38810119,38812119,-,Os01g0892600,chr01,38812001,38812100,100,hypo,Os01g0892600,100,TRUE,Azucena (CHH context)
chr01,gene,38816767,38818767,+,Os01g0892800,chr01,38817901,38818000,100,hypo,Os01g0892800,100,TRUE,Azucena (CHH context)
chr01,gene,38882960,38884960,-,Os01g0894300,chr01,38884301,38884500,200,hypo,Os01g0894300,100,TRUE,Azucena (CHH context)
chr01,gene,38898613,38900613,-,Os01g0894700,chr01,38899801,38899900,100,hyper,Os01g0894700,100,TRUE,Azucena (CHH context)
chr01,gene,38984663,38986663,+,Os01g0897100,chr01,38985501,38985600,100,hypo,Os01g0897100,100,TRUE,Azucena (CHH context)
chr01,gene,38985448,38987448,-,Os01g0897150,chr01,38985501,38985600,100,hypo,Os01g0897150,100,TRUE,Azucena (CHH context)
chr01,gene,39002988,39004988,+,Os01g0897600,chr01,39004101,39004200,100,hypo,Os01g0897600,100,TRUE,Azucena (CHH context)
chr01,gene,39257627,39259627,-,Os01g0901650,chr01,39259201,39259300,100,hypo,Os01g0901650,100,TRUE,Azucena (CHH context)
chr01,gene,39287364,39289364,+,Os01g0902200,chr01,39288901,39289000,100,hypo,Os01g0902200,100,TRUE,Azucena (CHH context)
chr01,gene,39481848,39483848,+,Os01g0907200,chr01,39482501,39482600,100,hypo,Os01g0907200,100,TRUE,Azucena (CHH context)
chr01,gene,39721171,39723171,-,Os01g0911700,chr01,39722401,39722500,100,hypo,Os01g0911700,100,TRUE,Azucena (CHH context)
chr01,gene,39775762,39777762,+,Os01g0912700,chr01,39776801,39776900,100,hypo,Os01g0912700,100,TRUE,Azucena (CHH context)
chr01,gene,39787653,39789653,+,Os01g0912850,chr01,39788601,39788700,100,hypo,Os01g0912850,100,TRUE,Azucena (CHH context)
chr01,gene,39855842,39857842,+,Os01g0914800,chr01,39856401,39856500,100,hypo,Os01g0914800,100,TRUE,Azucena (CHH context)
chr01,gene,39956548,39958548,+,Os01g0916700,chr01,39958301,39958400,100,hypo,Os01g0916700,100,TRUE,Azucena (CHH context)
chr01,gene,40113909,40115909,+,Os01g0919500,chr01,40114201,40114300,100,hypo,Os01g0919500,100,TRUE,Azucena (CHH context)
chr01,gene,40113909,40115909,+,Os01g0919500,chr01,40114901,40115000,100,hypo,Os01g0919500,100,TRUE,Azucena (CHH context)
chr01,gene,40209197,40211197,+,Os01g0921000,chr01,40209701,40209800,100,hypo,Os01g0921000,100,TRUE,Azucena (CHH context)
chr01,gene,40377167,40379167,+,Os01g0923200,chr01,40378301,40378400,100,hypo,Os01g0923200,100,TRUE,Azucena (CHH context)
chr01,gene,40450896,40452896,+,Os01g0923950,chr01,40452401,40452500,100,hypo,Os01g0923950,100,TRUE,Azucena (CHH context)
chr01,gene,40451863,40453863,+,Os01g0924000,chr01,40452401,40452500,100,hypo,Os01g0924000,100,TRUE,Azucena (CHH context)
chr01,gene,40475240,40477240,+,Os01g0924400,chr01,40477101,40477200,100,hypo,Os01g0924400,100,TRUE,Azucena (CHH context)
chr01,gene,40477136,40479136,+,Os01g0924500,chr01,40477101,40477200,100,hypo,Os01g0924500,65,TRUE,Azucena (CHH context)
chr01,gene,41508192,41510192,+,Os01g0944200,chr01,41509801,41509900,100,hypo,Os01g0944200,100,TRUE,Azucena (CHH context)
chr01,gene,41627302,41629302,+,Os01g0947000,chr01,41628601,41628700,100,hypo,Os01g0947000,100,TRUE,Azucena (CHH context)
chr01,gene,41839787,41841787,+,Os01g0949750,chr01,41840501,41840600,100,hyper,Os01g0949750,100,TRUE,Azucena (CHH context)
chr01,gene,42082071,42084071,-,Os01g0955550,chr01,42083701,42083800,100,hyper,Os01g0955550,100,TRUE,Azucena (CHH context)
chr01,gene,42082169,42084169,+,Os01g0955600,chr01,42083701,42083800,100,hyper,Os01g0955600,100,TRUE,Azucena (CHH context)
chr01,gene,42147782,42149782,+,Os01g0956600,chr01,42148601,42148700,100,hyper,Os01g0956600,100,TRUE,Azucena (CHH context)
chr01,gene,42209884,42211884,+,Os01g0957800,chr01,42210901,42211000,100,hypo,Os01g0957800,100,TRUE,Azucena (CHH context)
chr01,gene,42209884,42211884,+,Os01g0957800,chr01,42211601,42211700,100,hypo,Os01g0957800,100,TRUE,Azucena (CHH context)
chr01,gene,42227585,42229585,+,Os01g0958000,chr01,42228201,42228300,100,hypo,Os01g0958000,100,TRUE,Azucena (CHH context)
chr01,gene,42279274,42281274,-,Os01g0959100,chr01,42281001,42281100,100,hypo,Os01g0959100,100,TRUE,Azucena (CHH context)
chr01,gene,42280832,42282832,+,Os01g0959200,chr01,42281001,42281100,100,hypo,Os01g0959200,100,TRUE,Azucena (CHH context)
chr01,gene,42611788,42613788,-,Os01g0966200,chr01,42612501,42612700,200,hypo,Os01g0966200,100,TRUE,Azucena (CHH context)
chr01,gene,42693637,42695637,-,Os01g0968000,chr01,42694201,42694300,100,hypo,Os01g0968000,100,TRUE,Azucena (CHH context)
chr01,gene,42693637,42695637,-,Os01g0968000,chr01,42694501,42694600,100,hypo,Os01g0968000,100,TRUE,Azucena (CHH context)
chr01,gene,42882953,42884953,+,Os01g0972000,chr01,42884101,42884200,100,hyper,Os01g0972000,100,TRUE,Azucena (CHH context)
chr01,gene,42903570,42905570,-,Os01g0972200,chr01,42904101,42904200,100,hypo,Os01g0972200,100,TRUE,Azucena (CHH context)
chr01,gene,43045164,43047164,+,Os01g0974200,chr01,43045701,43045800,100,hypo,Os01g0974200,100,TRUE,Azucena (CHH context)
chr01,gene,43224191,43226191,+,Os01g0978000,chr01,43224801,43224900,100,hypo,Os01g0978000,100,TRUE,Azucena (CHH context)
chr01,gene,43224191,43226191,+,Os01g0978000,chr01,43225101,43225200,100,hypo,Os01g0978000,100,TRUE,Azucena (CHH context)
chr02,gene,76461,78461,+,Os02g0101400,chr02,76801,77000,200,hypo,Os02g0101400,100,TRUE,Azucena (CHH context)
chr02,gene,76483,78483,-,Os02g0101500,chr02,76801,77000,200,hypo,Os02g0101500,100,TRUE,Azucena (CHH context)
chr02,gene,122645,124645,+,Os02g0102300,chr02,123301,123400,100,hyper,Os02g0102300,100,TRUE,Azucena (CHH context)
chr02,gene,130984,132984,+,Os02g0102600,chr02,131001,131100,100,hypo,Os02g0102600,100,TRUE,Azucena (CHH context)
chr02,gene,130984,132984,+,Os02g0102600,chr02,131801,131900,100,hypo,Os02g0102600,100,TRUE,Azucena (CHH context)
chr02,gene,170243,172243,-,Os02g0103500,chr02,170701,170800,100,hypo,Os02g0103500,100,TRUE,Azucena (CHH context)
chr02,gene,178352,180352,-,Os02g0103700,chr02,180201,180300,100,hypo,Os02g0103700,100,TRUE,Azucena (CHH context)
chr02,gene,485231,487231,+,Os02g0108700,chr02,485701,485800,100,hypo,Os02g0108700,100,TRUE,Azucena (CHH context)
chr02,gene,485231,487231,+,Os02g0108700,chr02,487001,487100,100,hypo,Os02g0108700,100,TRUE,Azucena (CHH context)
chr02,gene,486913,488913,+,Os02g0108800,chr02,487001,487100,100,hypo,Os02g0108800,100,TRUE,Azucena (CHH context)
chr02,gene,489452,491452,+,Os02g0108900,chr02,490801,490900,100,hypo,Os02g0108900,100,TRUE,Azucena (CHH context)
chr02,gene,532963,534963,-,Os02g0109800,chr02,534001,534100,100,hypo,Os02g0109800,100,TRUE,Azucena (CHH context)
chr02,gene,976845,978845,+,Os02g0118800,chr02,977301,977400,100,hypo,Os02g0118800,100,TRUE,Azucena (CHH context)
chr02,gene,1059877,1061877,+,Os02g0120200,chr02,1060501,1060600,100,hypo,Os02g0120200,100,TRUE,Azucena (CHH context)
chr02,gene,1071553,1073553,-,Os02g0120500,chr02,1073001,1073100,100,hypo,Os02g0120500,100,TRUE,Azucena (CHH context)
chr02,gene,1211163,1213163,-,Os02g0123116,chr02,1213101,1213200,100,hypo,Os02g0123116,63,TRUE,Azucena (CHH context)
chr02,gene,1212007,1214007,+,Os02g0123200,chr02,1213101,1213200,100,hypo,Os02g0123200,100,TRUE,Azucena (CHH context)
chr02,gene,1300273,1302273,+,Os02g0125000,chr02,1301901,1302000,100,hyper,Os02g0125000,100,TRUE,Azucena (CHH context)
chr02,gene,1421979,1423979,+,Os02g0127300,chr02,1423201,1423300,100,hypo,Os02g0127300,100,TRUE,Azucena (CHH context)
chr02,gene,1441911,1443911,+,Os02g0127800,chr02,1441901,1442000,100,hypo,Os02g0127800,90,TRUE,Azucena (CHH context)
chr02,gene,1630049,1632049,-,Os02g0131200,chr02,1631701,1631800,100,hypo,Os02g0131200,100,TRUE,Azucena (CHH context)
chr02,gene,1693640,1695640,-,Os02g0132500,chr02,1694301,1694400,100,hyper,Os02g0132500,100,TRUE,Azucena (CHH context)
chr02,gene,1870692,1872692,+,Os02g0135500,chr02,1871701,1871800,100,hypo,Os02g0135500,100,TRUE,Azucena (CHH context)
chr02,gene,1900990,1902990,+,Os02g0135800,chr02,1902501,1902600,100,hypo,Os02g0135800,100,TRUE,Azucena (CHH context)
chr02,gene,1977693,1979693,+,Os02g0137400,chr02,1977901,1978000,100,hyper,Os02g0137400,100,TRUE,Azucena (CHH context)
chr02,gene,2126429,2128429,-,Os02g0139700,chr02,2126901,2127000,100,hypo,Os02g0139700,100,TRUE,Azucena (CHH context)
chr02,gene,2229145,2231145,-,Os02g0141300,chr02,2230101,2230200,100,hypo,Os02g0141300,100,TRUE,Azucena (CHH context)
chr02,gene,2482075,2484075,+,Os02g0144800,chr02,2483501,2483600,100,hypo,Os02g0144800,100,TRUE,Azucena (CHH context)
chr02,gene,2720136,2722136,+,Os02g0149500,chr02,2720401,2720500,100,hypo,Os02g0149500,100,TRUE,Azucena (CHH context)
chr02,gene,2726878,2728878,+,Os02g0149600,chr02,2727701,2727800,100,hypo,Os02g0149600,100,TRUE,Azucena (CHH context)
chr02,gene,2770169,2772169,-,Os02g0150200,chr02,2770501,2770700,200,hypo,Os02g0150200,100,TRUE,Azucena (CHH context)
chr02,gene,2770169,2772169,-,Os02g0150200,chr02,2771701,2771800,100,hyper,Os02g0150200,100,TRUE,Azucena (CHH context)
chr02,gene,2770725,2772725,+,Os02g0150250,chr02,2771701,2771800,100,hyper,Os02g0150250,100,TRUE,Azucena (CHH context)
chr02,gene,2920461,2922461,-,Os02g0152900,chr02,2921201,2921300,100,hypo,Os02g0152900,100,TRUE,Azucena (CHH context)
chr02,gene,2925568,2927568,-,Os02g0152950,chr02,2926501,2926600,100,hypo,Os02g0152950,100,TRUE,Azucena (CHH context)
chr02,gene,3502423,3504423,+,Os02g0165100,chr02,3503001,3503100,100,hypo,Os02g0165100,100,TRUE,Azucena (CHH context)
chr02,gene,3578321,3580321,+,Os02g0166600,chr02,3579101,3579200,100,hyper,Os02g0166600,100,TRUE,Azucena (CHH context)
chr02,gene,3680192,3682192,-,Os02g0168200,chr02,3681201,3681300,100,hypo,Os02g0168200,100,TRUE,Azucena (CHH context)
chr02,gene,3713361,3715361,+,Os02g0168800,chr02,3713901,3714000,100,hypo,Os02g0168800,100,TRUE,Azucena (CHH context)
chr02,gene,3795629,3797629,+,Os02g0170000,chr02,3797101,3797200,100,hypo,Os02g0170000,100,TRUE,Azucena (CHH context)
chr02,gene,3927618,3929618,+,Os02g0172000,chr02,3928301,3928400,100,hypo,Os02g0172000,100,TRUE,Azucena (CHH context)
chr02,gene,3944045,3946045,+,Os02g0172300,chr02,3945301,3945400,100,hyper,Os02g0172300,100,TRUE,Azucena (CHH context)
chr02,gene,3990043,3992043,-,Os02g0173000,chr02,3990101,3990200,100,hypo,Os02g0173000,100,TRUE,Azucena (CHH context)
chr02,gene,4012563,4014563,+,Os02g0173300,chr02,4014201,4014300,100,hyper,Os02g0173300,100,TRUE,Azucena (CHH context)
chr02,gene,4012845,4014845,-,Os02g0173401,chr02,4014201,4014300,100,hyper,Os02g0173401,100,TRUE,Azucena (CHH context)
chr02,gene,4022691,4024691,+,Os02g0173500,chr02,4023501,4023600,100,hyper,Os02g0173500,100,TRUE,Azucena (CHH context)
chr02,gene,4388150,4390150,-,Os02g0179200,chr02,4389701,4389800,100,hypo,Os02g0179200,100,TRUE,Azucena (CHH context)
chr02,gene,4388535,4390535,+,Os02g0179225,chr02,4389701,4389800,100,hypo,Os02g0179225,100,TRUE,Azucena (CHH context)
chr02,gene,4458342,4460342,+,Os02g0180200,chr02,4459801,4459900,100,hyper,Os02g0180200,100,TRUE,Azucena (CHH context)
chr02,gene,4886511,4888511,-,Os02g0188000,chr02,4887601,4887700,100,hypo,Os02g0188000,100,TRUE,Azucena (CHH context)
chr02,gene,5061137,5063137,+,Os02g0191500,chr02,5062901,5063000,100,hypo,Os02g0191500,100,TRUE,Azucena (CHH context)
chr02,gene,5181536,5183536,-,Os02g0193100,chr02,5183301,5183400,100,hypo,Os02g0193100,100,TRUE,Azucena (CHH context)
chr02,gene,5200115,5202115,+,Os02g0193425,chr02,5200201,5200300,100,hypo,Os02g0193425,100,TRUE,Azucena (CHH context)
chr02,gene,5412971,5414971,-,Os02g0196800,chr02,5413901,5414000,100,hypo,Os02g0196800,100,TRUE,Azucena (CHH context)
chr02,gene,5412971,5414971,-,Os02g0196800,chr02,5414601,5414700,100,hyper,Os02g0196800,100,TRUE,Azucena (CHH context)
chr02,gene,5528016,5530016,-,Os02g0198700,chr02,5529001,5529100,100,hypo,Os02g0198700,100,TRUE,Azucena (CHH context)
chr02,gene,5681697,5683697,-,Os02g0201800,chr02,5682301,5682500,200,hypo,Os02g0201800,100,TRUE,Azucena (CHH context)
chr02,gene,6018675,6020675,+,Os02g0207500,chr02,6019201,6019300,100,hyper,Os02g0207500,100,TRUE,Azucena (CHH context)
chr02,gene,6060275,6062275,+,Os02g0208200,chr02,6061701,6061800,100,hypo,Os02g0208200,100,TRUE,Azucena (CHH context)
chr02,gene,6220702,6222702,+,Os02g0211350,chr02,6221701,6221800,100,hypo,Os02g0211350,100,TRUE,Azucena (CHH context)
chr02,gene,6466567,6468567,-,Os02g0215400,chr02,6467401,6467500,100,hypo,Os02g0215400,100,TRUE,Azucena (CHH context)
chr02,gene,6466826,6468826,+,Os02g0215500,chr02,6467401,6467500,100,hypo,Os02g0215500,100,TRUE,Azucena (CHH context)
chr02,gene,6466567,6468567,-,Os02g0215400,chr02,6468401,6468500,100,hypo,Os02g0215400,100,TRUE,Azucena (CHH context)
chr02,gene,6466826,6468826,+,Os02g0215500,chr02,6468401,6468500,100,hypo,Os02g0215500,100,TRUE,Azucena (CHH context)
chr02,gene,6474685,6476685,-,Os02g0215700,chr02,6475301,6475400,100,hypo,Os02g0215700,100,TRUE,Azucena (CHH context)
chr02,gene,6506874,6508874,-,Os02g0216300,chr02,6507101,6507200,100,hypo,Os02g0216300,100,TRUE,Azucena (CHH context)
chr02,gene,6557488,6559488,+,Os02g0217400,chr02,6558001,6558100,100,hypo,Os02g0217400,100,TRUE,Azucena (CHH context)
chr02,gene,6557511,6559511,-,Os02g0217425,chr02,6558001,6558100,100,hypo,Os02g0217425,100,TRUE,Azucena (CHH context)
chr02,gene,6606071,6608071,+,Os02g0218300,chr02,6607201,6607400,200,hypo,Os02g0218300,100,TRUE,Azucena (CHH context)
chr02,gene,6653868,6655868,-,Os02g0219200,chr02,6654901,6655000,100,hypo,Os02g0219200,100,TRUE,Azucena (CHH context)
chr02,gene,6654063,6656063,+,Os02g0219300,chr02,6654901,6655000,100,hypo,Os02g0219300,100,TRUE,Azucena (CHH context)
chr02,gene,6789027,6791027,+,Os02g0221600,chr02,6789101,6789200,100,hypo,Os02g0221600,100,TRUE,Azucena (CHH context)
chr02,gene,7152364,7154364,-,Os02g0227500,chr02,7152901,7153000,100,hypo,Os02g0227500,100,TRUE,Azucena (CHH context)
chr02,gene,7152364,7154364,-,Os02g0227500,chr02,7153101,7153200,100,hypo,Os02g0227500,100,TRUE,Azucena (CHH context)
chr02,gene,7152364,7154364,-,Os02g0227500,chr02,7153601,7153700,100,hypo,Os02g0227500,100,TRUE,Azucena (CHH context)
chr02,gene,7162809,7164809,+,Os02g0227600,chr02,7163201,7163300,100,hypo,Os02g0227600,100,TRUE,Azucena (CHH context)
chr02,gene,7243057,7245057,-,Os02g0228900,chr02,7244001,7244100,100,hypo,Os02g0228900,100,TRUE,Azucena (CHH context)
chr02,gene,7243057,7245057,-,Os02g0228900,chr02,7244901,7245000,100,hypo,Os02g0228900,100,TRUE,Azucena (CHH context)
chr02,gene,7256694,7258694,-,Os02g0229000,chr02,7257901,7258000,100,hypo,Os02g0229000,100,TRUE,Azucena (CHH context)
chr02,gene,7271036,7273036,+,Os02g0229400,chr02,7272201,7272400,200,hypo,Os02g0229400,100,TRUE,Azucena (CHH context)
chr02,gene,7271826,7273826,-,Os02g0229501,chr02,7272201,7272400,200,hypo,Os02g0229501,100,TRUE,Azucena (CHH context)
chr02,gene,7489229,7491229,+,Os02g0232400,chr02,7489501,7489600,100,hyper,Os02g0232400,100,TRUE,Azucena (CHH context)
chr02,gene,7758994,7760994,+,Os02g0236800,chr02,7759801,7759900,100,hypo,Os02g0236800,100,TRUE,Azucena (CHH context)
chr02,gene,7843990,7845990,-,Os02g0238500,chr02,7844301,7844400,100,hypo,Os02g0238500,100,TRUE,Azucena (CHH context)
chr02,gene,8758061,8760061,-,Os02g0255066,chr02,8759401,8759500,100,hyper,Os02g0255066,100,TRUE,Azucena (CHH context)
chr02,gene,8758067,8760067,+,Os02g0255100,chr02,8759401,8759500,100,hyper,Os02g0255100,100,TRUE,Azucena (CHH context)
chr02,gene,8808104,8810104,-,Os02g0255700,chr02,8809401,8809500,100,hypo,Os02g0255700,100,TRUE,Azucena (CHH context)
chr02,gene,8933193,8935193,-,Os02g0258200,chr02,8934301,8934400,100,hyper,Os02g0258200,100,TRUE,Azucena (CHH context)
chr02,gene,9539034,9541034,+,Os02g0266900,chr02,9540201,9540400,200,hypo,Os02g0266900,100,TRUE,Azucena (CHH context)
chr02,gene,9542181,9544181,+,Os02g0267000,chr02,9543101,9543300,200,hypo,Os02g0267000,100,TRUE,Azucena (CHH context)
chr02,gene,9991963,9993963,+,Os02g0274000,chr02,9992301,9992400,100,hypo,Os02g0274000,100,TRUE,Azucena (CHH context)
chr02,gene,10082510,10084510,+,Os02g0275100,chr02,10083101,10083200,100,hypo,Os02g0275100,100,TRUE,Azucena (CHH context)
chr02,gene,10336762,10338762,+,Os02g0279800,chr02,10336801,10336900,100,hypo,Os02g0279800,100,TRUE,Azucena (CHH context)
chr02,gene,10417062,10419062,+,Os02g0281000,chr02,10418501,10418600,100,hypo,Os02g0281000,100,TRUE,Azucena (CHH context)
chr02,gene,10435396,10437396,+,Os02g0281150,chr02,10436901,10437000,100,hypo,Os02g0281150,100,TRUE,Azucena (CHH context)
chr02,gene,10737333,10739333,-,Os02g0285775,chr02,10738401,10738500,100,hypo,Os02g0285775,100,TRUE,Azucena (CHH context)
chr02,gene,10737451,10739451,+,Os02g0285800,chr02,10738401,10738500,100,hypo,Os02g0285800,100,TRUE,Azucena (CHH context)
chr02,gene,10805538,10807538,+,Os02g0286933,chr02,10805901,10806000,100,hypo,Os02g0286933,100,TRUE,Azucena (CHH context)
chr02,gene,10851024,10853024,-,Os02g0287700,chr02,10851201,10851300,100,hypo,Os02g0287700,100,TRUE,Azucena (CHH context)
chr02,gene,11055896,11057896,-,Os02g0291400,chr02,11057501,11057600,100,hypo,Os02g0291400,100,TRUE,Azucena (CHH context)
chr02,gene,11069696,11071696,+,Os02g0291600,chr02,11070001,11070100,100,hyper,Os02g0291600,100,TRUE,Azucena (CHH context)
chr02,gene,11207135,11209135,-,Os02g0294700,chr02,11207101,11207200,100,hypo,Os02g0294700,66,TRUE,Azucena (CHH context)
chr02,gene,11207135,11209135,-,Os02g0294700,chr02,11208601,11208700,100,hypo,Os02g0294700,100,TRUE,Azucena (CHH context)
chr02,gene,11374851,11376851,-,Os02g0297200,chr02,11376401,11376500,100,hypo,Os02g0297200,100,TRUE,Azucena (CHH context)
chr02,gene,11714855,11716855,+,Os02g0302200,chr02,11715001,11715100,100,hyper,Os02g0302200,100,TRUE,Azucena (CHH context)
chr02,gene,11747122,11749122,+,Os02g0302700,chr02,11748601,11748700,100,hypo,Os02g0302700,100,TRUE,Azucena (CHH context)
chr02,gene,12412384,12414384,-,Os02g0313900,chr02,12413501,12413600,100,hyper,Os02g0313900,100,TRUE,Azucena (CHH context)
chr02,gene,12462431,12464431,+,Os02g0314600,chr02,12463301,12463400,100,hyper,Os02g0314600,100,TRUE,Azucena (CHH context)
chr02,gene,12567881,12569881,+,Os02g0316900,chr02,12568401,12568500,100,hyper,Os02g0316900,100,TRUE,Azucena (CHH context)
chr02,gene,12718938,12720938,+,Os02g0319100,chr02,12719901,12720000,100,hypo,Os02g0319100,100,TRUE,Azucena (CHH context)
chr02,gene,12850011,12852011,+,Os02g0321600,chr02,12850301,12850400,100,hypo,Os02g0321600,100,TRUE,Azucena (CHH context)
chr02,gene,12857814,12859814,+,Os02g0321800,chr02,12859401,12859500,100,hyper,Os02g0321800,100,TRUE,Azucena (CHH context)
chr02,gene,13000652,13002652,-,Os02g0324200,chr02,13001001,13001100,100,hypo,Os02g0324200,100,TRUE,Azucena (CHH context)
chr02,gene,13094088,13096088,+,Os02g0325600,chr02,13095101,13095200,100,hypo,Os02g0325600,100,TRUE,Azucena (CHH context)
chr02,gene,13094363,13096363,-,Os02g0325800,chr02,13095101,13095200,100,hypo,Os02g0325800,100,TRUE,Azucena (CHH context)
chr02,gene,13171784,13173784,+,Os02g0327000,chr02,13171901,13172000,100,hyper,Os02g0327000,100,TRUE,Azucena (CHH context)
chr02,gene,13278881,13280881,+,Os02g0328300,chr02,13280201,13280300,100,hypo,Os02g0328300,100,TRUE,Azucena (CHH context)
chr02,gene,13347865,13349865,+,Os02g0329300,chr02,13347901,13348000,100,hypo,Os02g0329300,100,TRUE,Azucena (CHH context)
chr02,gene,13915306,13917306,-,Os02g0436400,chr02,13916801,13916900,100,hypo,Os02g0436400,100,TRUE,Azucena (CHH context)
chr02,gene,14004914,14006914,+,Os02g0438200,chr02,14005301,14005400,100,hyper,Os02g0438200,100,TRUE,Azucena (CHH context)
chr02,gene,14004914,14006914,+,Os02g0438200,chr02,14006201,14006300,100,hypo,Os02g0438200,100,TRUE,Azucena (CHH context)
chr02,gene,14122447,14124447,-,Os02g0440000,chr02,14123701,14123800,100,hypo,Os02g0440000,100,TRUE,Azucena (CHH context)
chr02,gene,15031424,15033424,-,Os02g0454300,chr02,15031701,15031800,100,hypo,Os02g0454300,100,TRUE,Azucena (CHH context)
chr02,gene,15042721,15044721,+,Os02g0454500,chr02,15044101,15044200,100,hyper,Os02g0454500,100,TRUE,Azucena (CHH context)
chr02,gene,15355909,15357909,-,Os02g0459300,chr02,15356801,15356900,100,hypo,Os02g0459300,100,TRUE,Azucena (CHH context)
chr02,gene,15648240,15650240,-,Os02g0465500,chr02,15649201,15649300,100,hypo,Os02g0465500,100,TRUE,Azucena (CHH context)
chr02,gene,15683285,15685285,-,Os02g0466050,chr02,15684701,15684800,100,hypo,Os02g0466050,100,TRUE,Azucena (CHH context)
chr02,gene,15760105,15762105,-,Os02g0468200,chr02,15760901,15761000,100,hyper,Os02g0468200,100,TRUE,Azucena (CHH context)
chr02,gene,15768468,15770468,+,Os02g0468400,chr02,15768701,15768800,100,hypo,Os02g0468400,100,TRUE,Azucena (CHH context)
chr02,gene,15863332,15865332,+,Os02g0469300,chr02,15865201,15865300,100,hypo,Os02g0469300,100,TRUE,Azucena (CHH context)
chr02,gene,15889587,15891587,+,Os02g0469600,chr02,15891101,15891200,100,hypo,Os02g0469600,100,TRUE,Azucena (CHH context)
chr02,gene,16007711,16009711,-,Os02g0471500,chr02,16009401,16009500,100,hypo,Os02g0471500,100,TRUE,Azucena (CHH context)
chr02,gene,16080576,16082576,+,Os02g0472500,chr02,16080901,16081000,100,hypo,Os02g0472500,100,TRUE,Azucena (CHH context)
chr02,gene,16423253,16425253,-,Os02g0478450,chr02,16424001,16424100,100,hyper,Os02g0478450,100,TRUE,Azucena (CHH context)
chr02,gene,16548282,16550282,-,Os02g0481000,chr02,16549601,16549700,100,hypo,Os02g0481000,100,TRUE,Azucena (CHH context)
chr02,gene,16633166,16635166,+,Os02g0482200,chr02,16634601,16634700,100,hypo,Os02g0482200,100,TRUE,Azucena (CHH context)
chr02,gene,16716580,16718580,+,Os02g0484390,chr02,16718401,16718500,100,hypo,Os02g0484390,100,TRUE,Azucena (CHH context)
chr02,gene,17037977,17039977,+,Os02g0489500,chr02,17038401,17038500,100,hyper,Os02g0489500,100,TRUE,Azucena (CHH context)
chr02,gene,17227100,17229100,-,Os02g0492600,chr02,17227901,17228000,100,hypo,Os02g0492600,100,TRUE,Azucena (CHH context)
