Chromosome,Feature,Start,End,Strand,ID_gene,seqnames,start,end,width,Status,Gene,coverage_percentage,overlap,file
chr01,repeat_unit,30735872,30736802,-,LTR_Os_chr_01_55#LTR/Copia,chr01,30736201,30736300,100,hyper,LTR_Os_chr_01_55#LTR/Copia,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,30787044,30787194,+,ORSiTEMT01100026#SINE,chr01,30787101,30787200,100,hyper,ORSiTEMT01100026#SINE,94,TRUE,Azucena (CHH context)
chr01,repeat_unit,30801082,30803196,+,LTR_Os_chr_01_179#LTR,chr01,30801601,30801700,100,hypo,LTR_Os_chr_01_179#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,30807020,30807114,+,LTR_AC200116.1_12149#LTR/Gypsy,chr01,30807001,30807100,100,hypo,LTR_AC200116.1_12149#LTR/Gypsy,81,TRUE,Azucena (CHH context)
chr01,repeat_unit,30865901,30866947,+,CACTA-D#DNA/En-Spm,chr01,30866701,30866800,100,hypo,CACTA-D#DNA/En-Spm,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,30911415,30912446,-,LTR_Os_chr_01_191#LTR,chr01,30912001,30912100,100,hypo,LTR_Os_chr_01_191#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,30913297,30914039,-,LTR_Os_chr_01_191#LTR,chr01,30913401,30913500,100,hypo,LTR_Os_chr_01_191#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,30944086,30944668,+,MERMITEH#DNA,chr01,30944301,30944400,100,hypo,MERMITEH#DNA,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,30963753,30963913,+,ORSiTETNOOT00098#DNA,chr01,30963801,30963900,100,hypo,ORSiTETNOOT00098#DNA,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,31000316,31002516,-,LTR_Os_chr_02_277#LTR,chr01,31002401,31002500,100,hypo,LTR_Os_chr_02_277#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,31002590,31002851,-,LTR_Os_chr_01_191#LTR,chr01,31002601,31002700,100,hypo,LTR_Os_chr_01_191#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,31017810,31019320,-,ATLANTYS_OS__LiL#LTR/Gypsy,chr01,31019001,31019100,100,hypo,ATLANTYS_OS__LiL#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,31171695,31173205,-,LTR_Os_chr_04_629#LTR/Gypsy,chr01,31172301,31172400,100,hypo,LTR_Os_chr_04_629#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,31186503,31195572,+,LTR_Os_chr_01_31#LTR,chr01,31195401,31195500,100,hypo,LTR_Os_chr_01_31#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,31200502,31201579,-,LTR_Os_chr_07_1379#LTR/Gypsy,chr01,31200501,31200600,100,hypo,LTR_Os_chr_07_1379#LTR/Gypsy,99,TRUE,Azucena (CHH context)
chr01,repeat_unit,31211932,31220908,-,LTR_Os_chr_01_166_2frag#LTR/Gypsy,chr01,31212301,31212400,100,hypo,LTR_Os_chr_01_166_2frag#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,31220909,31222989,+,LTR_Os_chr_04_721_2frag#LTR/Copia,chr01,31222301,31222400,100,hypo,LTR_Os_chr_04_721_2frag#LTR/Copia,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,31242870,31243838,-,OSLINE1-4#LINE,chr01,31243601,31243700,100,hypo,OSLINE1-4#LINE,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,31282223,31283674,+,MERMITE#DNA,chr01,31282501,31282700,200,hypo,MERMITE#DNA,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,31296933,31297103,-,DITTO-2#DNA/Mite,chr01,31296901,31297000,100,hypo,DITTO-2#DNA/Mite,68,TRUE,Azucena (CHH context)
chr01,repeat_unit,31528014,31535792,+,LTR_Os_chr_04_720#LTR/Gypsy,chr01,31528101,31528200,100,hypo,LTR_Os_chr_04_720#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,31657579,31657999,+,SINE03_OS#SINE,chr01,31657801,31658000,200,hypo,SINE03_OS#SINE,99.5,TRUE,Azucena (CHH context)
chr01,repeat_unit,31667427,31667661,+,ORSgTETNOOT00908,chr01,31667401,31667500,100,hypo,ORSgTETNOOT00908,74,TRUE,Azucena (CHH context)
chr01,repeat_unit,31820115,31820335,-,LTR_Os_chr_01_31#LTR,chr01,31820101,31820200,100,hyper,LTR_Os_chr_01_31#LTR,86,TRUE,Azucena (CHH context)
chr01,repeat_unit,31852263,31852513,+,STOWAWAY41_OS#DNA/Mite,chr01,31852301,31852400,100,hypo,STOWAWAY41_OS#DNA/Mite,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,31883398,31883799,+,LTR_Os_chr_11_2065#LTR,chr01,31883601,31883700,100,hypo,LTR_Os_chr_11_2065#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,32295573,32296483,+,SETARIA#DNA/MuDR,chr01,32295701,32295800,100,hypo,SETARIA#DNA/MuDR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,32317316,32317502,+,ORSgTEMT06000054,chr01,32317301,32317500,200,hypo,ORSgTEMT06000054,92.5,TRUE,Azucena (CHH context)
chr01,repeat_unit,32446323,32446574,+,ORSgTETNOOT00971,chr01,32446401,32446600,200,hyper,ORSgTETNOOT00971,87,TRUE,Azucena (CHH context)
chr01,repeat_unit,32549924,32550064,+,CLOUD-7#DNA/MuDR,chr01,32549901,32550000,100,hypo,CLOUD-7#DNA/MuDR,77,TRUE,Azucena (CHH context)
chr01,repeat_unit,32560328,32560588,-,STOWAWAY41_OS#DNA/Mite,chr01,32560301,32560400,100,hyper,STOWAWAY41_OS#DNA/Mite,73,TRUE,Azucena (CHH context)
chr01,repeat_unit,32684941,32685364,-,SINE03_OS#SINE,chr01,32685101,32685200,100,hypo,SINE03_OS#SINE,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,32795781,32796144,+,ORSgTEMT00600048,chr01,32795801,32795900,100,hypo,ORSgTEMT00600048,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,32804729,32804966,+,ORSgTEMT01600965,chr01,32804901,32805000,100,hypo,ORSgTEMT01600965,66,TRUE,Azucena (CHH context)
chr01,repeat_unit,32953360,32953807,-,LTR_Os_chr_01_191#LTR,chr01,32953301,32953700,400,hypo,LTR_Os_chr_01_191#LTR,85.25,TRUE,Azucena (CHH context)
chr01,repeat_unit,33011185,33011634,-,LTR_Os_chr_11_2094#LTR/Copia,chr01,33011201,33011300,100,hypo,LTR_Os_chr_11_2094#LTR/Copia,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33024374,33026515,-,LTR_Os_chr_03_497#LTR,chr01,33026401,33026500,100,hypo,LTR_Os_chr_03_497#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33041866,33044204,-,LTR_Os_chr_01_31#LTR,chr01,33043701,33043800,100,hypo,LTR_Os_chr_01_31#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33171082,33171390,-,Osr31_AP003054-0#Other,chr01,33171101,33171300,200,hypo,Osr31_AP003054-0#Other,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33214061,33214183,+,ORSiTEMT01100016#SINE,chr01,33214101,33214200,100,hypo,ORSiTEMT01100016#SINE,83,TRUE,Azucena (CHH context)
chr01,repeat_unit,33276561,33277912,-,LTR_Os_chr_07_1379#LTR/Gypsy,chr01,33277801,33277900,100,hypo,LTR_Os_chr_07_1379#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33296221,33296561,-,ORSgTEMT00600221,chr01,33296401,33296500,100,hypo,ORSgTEMT00600221,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33323764,33323947,+,MERMITE#DNA,chr01,33323801,33324000,200,hypo,MERMITE#DNA,73.5,TRUE,Azucena (CHH context)
chr01,repeat_unit,33379263,33379604,-,SINE03_OS#SINE,chr01,33379301,33379400,100,hypo,SINE03_OS#SINE,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33405210,33405466,+,LTR_Sb_chr_10_808#LTR,chr01,33405301,33405400,100,hypo,LTR_Sb_chr_10_808#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33488357,33488593,-,STOWAWAY9_OS#DNA/Mite,chr01,33488401,33488500,100,hypo,STOWAWAY9_OS#DNA/Mite,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33680682,33680880,-,LINE-3#LINE,chr01,33680801,33680900,100,hypo,LINE-3#LINE,80,TRUE,Azucena (CHH context)
chr01,repeat_unit,33711750,33711977,+,ORSgTEMT00800045,chr01,33711901,33712000,100,hypo,ORSgTEMT00800045,77,TRUE,Azucena (CHH context)
chr01,repeat_unit,33758088,33758666,+,rn_569-290_retroryza#LTR,chr01,33758401,33758500,100,hypo,rn_569-290_retroryza#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33781981,33782220,+,STOWAWAY44_OS#DNA/Mite,chr01,33782001,33782100,100,hypo,STOWAWAY44_OS#DNA/Mite,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33831862,33833157,-,LTR_Os_chr_04_632#LTR,chr01,33832901,33833100,200,hypo,LTR_Os_chr_04_632#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33908218,33908402,-,ORSiTEMT02000001#DNA/Mite,chr01,33908201,33908300,100,hypo,ORSiTEMT02000001#DNA/Mite,83,TRUE,Azucena (CHH context)
chr01,repeat_unit,33925186,33926179,-,ZhAT5_ZM#DNA/hAT,chr01,33926101,33926200,100,hypo,ZhAT5_ZM#DNA/hAT,79,TRUE,Azucena (CHH context)
chr01,repeat_unit,33938587,33946649,-,LTR_Os_chr_04_720#LTR/Gypsy,chr01,33944401,33944500,100,hypo,LTR_Os_chr_04_720#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33979588,33988977,+,LTR_Os_chr_01_190#LTR/Copia,chr01,33979801,33979900,100,hypo,LTR_Os_chr_01_190#LTR/Copia,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33979588,33988977,+,LTR_Os_chr_01_190#LTR/Copia,chr01,33984701,33984800,100,hyper,LTR_Os_chr_01_190#LTR/Copia,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,33979588,33988977,+,LTR_Os_chr_01_190#LTR/Copia,chr01,33987201,33987300,100,hypo,LTR_Os_chr_01_190#LTR/Copia,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34022506,34022884,+,MERMITEH#DNA,chr01,34022601,34022700,100,hyper,MERMITEH#DNA,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34047446,34056917,-,LTR_Os_chr_02_353#LTR/Gypsy,chr01,34051201,34051300,100,hyper,LTR_Os_chr_02_353#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34047446,34056917,-,LTR_Os_chr_02_353#LTR/Gypsy,chr01,34056701,34056800,100,hyper,LTR_Os_chr_02_353#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34074365,34084557,+,LTR_Os_chr_01_191#LTR,chr01,34081601,34081900,300,hypo,LTR_Os_chr_01_191#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34074365,34084557,+,LTR_Os_chr_01_191#LTR,chr01,34083001,34083100,100,hypo,LTR_Os_chr_01_191#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34105685,34105922,+,ORSgTEMT01601283,chr01,34105801,34105900,100,hypo,ORSgTEMT01601283,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34112718,34113064,-,MERMITE18B#DNA,chr01,34112901,34113000,100,hypo,MERMITE18B#DNA,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34175204,34175567,+,ORSgTEMT00600263,chr01,34175201,34175300,100,hypo,ORSgTEMT00600263,97,TRUE,Azucena (CHH context)
chr01,repeat_unit,34199307,34199468,-,LTR_Sb_chr_04_15#LTR,chr01,34199401,34199500,100,hyper,LTR_Sb_chr_04_15#LTR,68,TRUE,Azucena (CHH context)
chr01,repeat_unit,34204372,34205787,+,COPIA1_OS__LiL#LTR/Copia,chr01,34204801,34205000,200,hypo,COPIA1_OS__LiL#LTR/Copia,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34264467,34274851,-,LTR_Os_chr_01_193#LTR,chr01,34268801,34268900,100,hyper,LTR_Os_chr_01_193#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34283912,34284123,+,LTR_Os_chr_01_34#LTR,chr01,34284001,34284100,100,hypo,LTR_Os_chr_01_34#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34365264,34367842,-,LTR_Os_chr_05_928#LTR,chr01,34365401,34365500,100,hypo,LTR_Os_chr_05_928#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34392159,34393561,-,SZ-10old_LTR#LTR/Copia,chr01,34393501,34393600,100,hypo,SZ-10old_LTR#LTR/Copia,61,TRUE,Azucena (CHH context)
chr01,repeat_unit,34395208,34395305,+,LINE-3#LINE,chr01,34395201,34395300,100,hypo,LINE-3#LINE,93,TRUE,Azucena (CHH context)
chr01,repeat_unit,34436914,34437261,-,OLO24#DNA/Mite,chr01,34437201,34437300,100,hyper,OLO24#DNA/Mite,61,TRUE,Azucena (CHH context)
chr01,repeat_unit,34496671,34497919,-,LTR_Os_chr_03_545#LTR,chr01,34497601,34497700,100,hyper,LTR_Os_chr_03_545#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34534316,34536349,+,SEVERIN-2#DNA,chr01,34535601,34535700,100,hypo,SEVERIN-2#DNA,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34762312,34763952,-,LTR_Os_chr_01_191#LTR,chr01,34762301,34762500,200,hypo,LTR_Os_chr_01_191#LTR,94.5,TRUE,Azucena (CHH context)
chr01,repeat_unit,34849353,34849572,+,SINE03_OS#SINE,chr01,34849501,34849600,100,hypo,SINE03_OS#SINE,72,TRUE,Azucena (CHH context)
chr01,repeat_unit,34849573,34849872,+,SINE03_OS#SINE,chr01,34849701,34849900,200,hypo,SINE03_OS#SINE,86,TRUE,Azucena (CHH context)
chr01,repeat_unit,34850328,34850590,-,SINE03_OS#SINE,chr01,34850401,34850500,100,hypo,SINE03_OS#SINE,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,34851003,34851073,-,ORSgOTOT00000621,chr01,34851001,34851100,100,hypo,ORSgOTOT00000621,71,TRUE,Azucena (CHH context)
chr01,repeat_unit,34905259,34905477,+,LTR_Os_chr_12_2328#LTR,chr01,34905401,34905500,100,hypo,LTR_Os_chr_12_2328#LTR,77,TRUE,Azucena (CHH context)
chr01,repeat_unit,34991222,34991916,+,LTR_Os_chr_09_1732#LTR,chr01,34991401,34991700,300,hypo,LTR_Os_chr_09_1732#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35035781,35035891,-,ORSgTETNOOT00823,chr01,35035801,35035900,100,hypo,ORSgTETNOOT00823,91,TRUE,Azucena (CHH context)
chr01,repeat_unit,35035892,35049049,-,ifisi_AP003348-1#LTR/Gypsy,chr01,35036201,35036400,200,hypo,ifisi_AP003348-1#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35119012,35119790,+,LTR_Os_chr_02_327#LTR,chr01,35119101,35119200,100,hypo,LTR_Os_chr_02_327#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35124758,35125027,-,LINE5A#LINE,chr01,35124901,35125000,100,hypo,LINE5A#LINE,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35269767,35270006,+,STOWAWAY49_OS#DNA/Mite,chr01,35269901,35270000,100,hypo,STOWAWAY49_OS#DNA/Mite,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35297814,35298518,+,LTR_Os_chr_05_962#LTR,chr01,35297801,35298100,300,hypo,LTR_Os_chr_05_962#LTR,95.6666666666667,TRUE,Azucena (CHH context)
chr01,repeat_unit,35323660,35323969,+,ORSgTEMT00101531,chr01,35323901,35324000,100,hypo,ORSgTEMT00101531,69,TRUE,Azucena (CHH context)
chr01,repeat_unit,35324280,35324462,-,ORSiTETNOOT00917#DNA,chr01,35324301,35324400,100,hypo,ORSiTETNOOT00917#DNA,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35324853,35325081,+,ORSgTEMT01600384,chr01,35325001,35325100,100,hypo,ORSgTEMT01600384,81,TRUE,Azucena (CHH context)
chr01,repeat_unit,35392248,35395334,+,LINE-4_OS#LINE,chr01,35392901,35393000,100,hypo,LINE-4_OS#LINE,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35487514,35487768,+,STOWAWAY13_OS#DNA/Mite,chr01,35487601,35487700,100,hypo,STOWAWAY13_OS#DNA/Mite,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35532860,35533210,-,SINE03_OS#SINE,chr01,35532901,35533000,100,hypo,SINE03_OS#SINE,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35567106,35572500,+,LTR_Os_chr_10_1939#LTR/Copia,chr01,35568501,35568600,100,hyper,LTR_Os_chr_10_1939#LTR/Copia,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35567106,35572500,+,LTR_Os_chr_10_1939#LTR/Copia,chr01,35568901,35569000,100,hypo,LTR_Os_chr_10_1939#LTR/Copia,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35668086,35680959,-,LTR_Os_chr_01_200#LTR/Gypsy,chr01,35680701,35680800,100,hypo,LTR_Os_chr_01_200#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35717517,35717719,+,LTR_Os_chr_07_1354_2frag#LTR,chr01,35717601,35717700,100,hypo,LTR_Os_chr_07_1354_2frag#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35749967,35750694,-,COPIA1_OS__LiL#LTR/Copia,chr01,35750001,35750100,100,hypo,COPIA1_OS__LiL#LTR/Copia,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35750695,35751699,+,LTR_Os_chr_01_61#LTR,chr01,35750801,35750900,100,hypo,LTR_Os_chr_01_61#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35783521,35783708,-,ORSiTETNOOT00148,chr01,35783601,35783700,100,hypo,ORSiTETNOOT00148,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35796464,35797041,+,LTR_Os_chr_09_1756#LTR/Gypsy,chr01,35796601,35796700,100,hypo,LTR_Os_chr_09_1756#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35842521,35843778,-,OSTE15#DNA,chr01,35842601,35842800,200,hypo,OSTE15#DNA,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35902058,35902943,+,LTR_Os_chr_07_1270#LTR,chr01,35902601,35902700,100,hypo,LTR_Os_chr_07_1270#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,35941405,35945756,+,HELITRON8_OS#RC/Helitron,chr01,35941501,35941600,100,hyper,HELITRON8_OS#RC/Helitron,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,36093286,36093697,-,LTR_Os_chr_05_963#LTR,chr01,36093401,36093500,100,hypo,LTR_Os_chr_05_963#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,36229105,36229347,-,LTR_Os_chr_02_286#LTR,chr01,36229201,36229300,100,hyper,LTR_Os_chr_02_286#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,36240016,36240612,+,LTR_Os_chr_09_1785#LTR,chr01,36240401,36240500,100,hypo,LTR_Os_chr_09_1785#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,36294168,36294430,+,ORSgTETNOOT00533,chr01,36294201,36294400,200,hypo,ORSgTETNOOT00533,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,36295632,36296284,-,ORSiTETN00100014#DNA/hAT-Ac,chr01,36295801,36295900,100,hyper,ORSiTETN00100014#DNA/hAT-Ac,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,36316832,36318131,+,MuDR3_OS#DNA/MuDR,chr01,36317601,36317700,100,hypo,MuDR3_OS#DNA/MuDR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,36458514,36459689,+,LTR_Os_chr_10_1941#LTR,chr01,36458901,36459000,100,hypo,LTR_Os_chr_10_1941#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,36506157,36507361,+,CACTA-B#DNA/En-Spm,chr01,36507301,36507400,100,hypo,CACTA-B#DNA/En-Spm,61,TRUE,Azucena (CHH context)
chr01,repeat_unit,36511983,36512066,-,STOWAWAY47_OS#DNA/Mite,chr01,36512001,36512100,100,hypo,STOWAWAY47_OS#DNA/Mite,66,TRUE,Azucena (CHH context)
chr01,repeat_unit,36523570,36523698,-,ORSgTEMT00500198,chr01,36523501,36523700,200,hypo,ORSgTEMT00500198,64.5,TRUE,Azucena (CHH context)
chr01,repeat_unit,36585389,36587793,+,LTR_Os_chr_10_1926#LTR,chr01,36586401,36586500,100,hyper,LTR_Os_chr_10_1926#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,36628139,36631928,-,LTR_Os_chr_11_2143#LTR,chr01,36628701,36628900,200,hyper,LTR_Os_chr_11_2143#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,36679547,36679935,+,ORSiTERT00400045,chr01,36679601,36679700,100,hyper,ORSiTERT00400045,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,36680180,36681300,+,CACTA-B#DNA/En-Spm,chr01,36680301,36680400,100,hypo,CACTA-B#DNA/En-Spm,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,36797007,36797977,+,STOLARIA#DNA/Mite,chr01,36797901,36798000,100,hypo,STOLARIA#DNA/Mite,77,TRUE,Azucena (CHH context)
chr01,repeat_unit,36818324,36829564,+,ORSgTETN00200001,chr01,36818601,36818700,100,hypo,ORSgTETN00200001,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,36837539,36837668,+,ORSgTEMT00700014,chr01,36837601,36837700,100,hypo,ORSgTEMT00700014,68,TRUE,Azucena (CHH context)
chr01,repeat_unit,37020929,37021164,+,ORSgTEMT01602140,chr01,37021101,37021200,100,hypo,ORSgTEMT01602140,64,TRUE,Azucena (CHH context)
chr01,repeat_unit,37050741,37051000,+,STOWAWAY41_OS#DNA/Mite,chr01,37050701,37050900,200,hypo,STOWAWAY41_OS#DNA/Mite,80,TRUE,Azucena (CHH context)
chr01,repeat_unit,37072091,37072413,-,OSTE30#DNA/hAT,chr01,37072301,37072400,100,hypo,OSTE30#DNA/hAT,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37107208,37107484,-,F524#SINE,chr01,37107201,37107300,100,hypo,F524#SINE,93,TRUE,Azucena (CHH context)
chr01,repeat_unit,37138893,37139480,+,LTR_Os_chr_05_963#LTR,chr01,37139201,37139300,100,hypo,LTR_Os_chr_05_963#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37138893,37139480,+,LTR_Os_chr_05_963#LTR,chr01,37139401,37139500,100,hypo,LTR_Os_chr_05_963#LTR,80,TRUE,Azucena (CHH context)
chr01,repeat_unit,37164038,37170349,+,SC-6__LiL#LTR/Copia,chr01,37164701,37164900,200,hyper,SC-6__LiL#LTR/Copia,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37199481,37205586,-,ATLANTYS_OS__LiL#LTR/Gypsy,chr01,37200201,37200300,100,hyper,ATLANTYS_OS__LiL#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37222873,37230572,-,ATLANTYS_OS__LiL#LTR/Gypsy,chr01,37225301,37225400,100,hypo,ATLANTYS_OS__LiL#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37222873,37230572,-,ATLANTYS_OS__LiL#LTR/Gypsy,chr01,37227901,37228000,100,hypo,ATLANTYS_OS__LiL#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37249816,37250036,+,ORSiTEMT01600009#DNA/Mite,chr01,37249801,37249900,100,hypo,ORSiTEMT01600009#DNA/Mite,85,TRUE,Azucena (CHH context)
chr01,repeat_unit,37257637,37268868,-,ORSgTETN00200001,chr01,37263601,37263700,100,hypo,ORSgTETN00200001,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37341187,37341424,-,LTR_Os_chr_12_2191#LTR,chr01,37341201,37341400,200,hypo,LTR_Os_chr_12_2191#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37344317,37344687,-,SINE03_OS#SINE,chr01,37344301,37344400,100,hypo,SINE03_OS#SINE,84,TRUE,Azucena (CHH context)
chr01,repeat_unit,37429067,37440178,-,LTR_Os_chr_01_204#LTR/Gypsy,chr01,37429501,37429600,100,hypo,LTR_Os_chr_01_204#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37429067,37440178,-,LTR_Os_chr_01_204#LTR/Gypsy,chr01,37429701,37429800,100,hypo,LTR_Os_chr_01_204#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37429067,37440178,-,LTR_Os_chr_01_204#LTR/Gypsy,chr01,37430601,37430700,100,hypo,LTR_Os_chr_01_204#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37429067,37440178,-,LTR_Os_chr_01_204#LTR/Gypsy,chr01,37432801,37432900,100,hypo,LTR_Os_chr_01_204#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37459134,37459372,-,STOWAWAY35_OS#DNA/Mite,chr01,37459301,37459400,100,hyper,STOWAWAY35_OS#DNA/Mite,72,TRUE,Azucena (CHH context)
chr01,repeat_unit,37489563,37502481,+,LTR_Os_chr_01_206#LTR/Gypsy,chr01,37492601,37492700,100,hypo,LTR_Os_chr_01_206#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37489563,37502481,+,LTR_Os_chr_01_206#LTR/Gypsy,chr01,37494001,37494100,100,hyper,LTR_Os_chr_01_206#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37489563,37502481,+,LTR_Os_chr_01_206#LTR/Gypsy,chr01,37497601,37497700,100,hypo,LTR_Os_chr_01_206#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37489563,37502481,+,LTR_Os_chr_01_206#LTR/Gypsy,chr01,37500301,37500500,200,hypo,LTR_Os_chr_01_206#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37600001,37601200,+,LTR_Os_chr_05_944#LTR/Gypsy,chr01,37600601,37600700,100,hypo,LTR_Os_chr_05_944#LTR/Gypsy,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37602788,37602979,+,Explorer#DNA/Mite,chr01,37602801,37602900,100,hypo,Explorer#DNA/Mite,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37751195,37751541,-,MERMITEH#DNA,chr01,37751201,37751300,100,hyper,MERMITEH#DNA,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37758507,37759213,-,LTR_Os_chr_11_2053#LTR,chr01,37758801,37758900,100,hyper,LTR_Os_chr_11_2053#LTR,100,TRUE,Azucena (CHH context)
chr01,repeat_unit,37921006,37921964,-,ORSgTERT00100692,chr01,37921001,37921200,200,hypo,ORSgTERT00100692,97.5,TRUE,Azucena (CHH context)
chr01,repeat_unit,38005129,38006507,+,OSLINE1-4#LINE,chr01,38005701,38005800,100,hypo,OSLINE1-4#LINE,100,TRUE,Azucena (CHH context)
