"","Contexto","Elemento"
"3505","hyper - Azucena (CG context) - Upstream","Os02g0620566"
"3506","hyper - Azucena (CG context) - Upstream","Os02g0620600"
"3507","hyper - Azucena (CG context) - Upstream","Os02g0691800"
"3508","hyper - Azucena (CG context) - Upstream","Os02g0702400"
"3509","hyper - Azucena (CG context) - Upstream","Os02g0716100"
"3510","hyper - Azucena (CG context) - Upstream","Os02g0815500"
"3511","hyper - Azucena (CG context) - Upstream","Os03g0152600"
"3512","hyper - Azucena (CG context) - Upstream","Os03g0162800"
"3513","hyper - Azucena (CG context) - Upstream","Os03g0164901"
"3514","hyper - Azucena (CG context) - Upstream","Os03g0183200"
"3515","hyper - Azucena (CG context) - Upstream","Os03g0198500"
"3516","hyper - Azucena (CG context) - Upstream","Os03g0226400"
"3517","hyper - Azucena (CG context) - Upstream","Os03g0226501"
"3518","hyper - Azucena (CG context) - Upstream","Os03g0254900"
"3519","hyper - Azucena (CG context) - Upstream","Os03g0285800"
"3520","hyper - Azucena (CG context) - Upstream","Os03g0380700"
"3521","hyper - Azucena (CG context) - Upstream","Os03g0385301"
"3522","hyper - Azucena (CG context) - Upstream","Os03g0404650"
"3523","hyper - Azucena (CG context) - Upstream","Os03g0405550"
"3524","hyper - Azucena (CG context) - Upstream","Os03g0554900"
"3525","hyper - Azucena (CG context) - Upstream","Os03g0591801"
"3526","hyper - Azucena (CG context) - Upstream","Os03g0594500"
"3527","hyper - Azucena (CG context) - Upstream","Os03g0594600"
"3528","hyper - Azucena (CG context) - Upstream","Os03g0610800"
"3529","hyper - Azucena (CG context) - Upstream","Os03g0619501"
"3530","hyper - Azucena (CG context) - Upstream","Os03g0708500"
"3531","hyper - Azucena (CG context) - Upstream","Os03g0726400"
"3532","hyper - Azucena (CG context) - Upstream","Os03g0727800"
"3533","hyper - Azucena (CG context) - Upstream","Os03g0730700"
"3534","hyper - Azucena (CG context) - Upstream","Os03g0730750"
"3535","hyper - Azucena (CG context) - Upstream","Os03g0742800"
"3536","hyper - Azucena (CG context) - Upstream","Os03g0742850"
"3537","hyper - Azucena (CG context) - Upstream","Os03g0744300"
"3538","hyper - Azucena (CG context) - Upstream","Os03g0751800"
"3539","hyper - Azucena (CG context) - Upstream","Os03g0796800"
"3540","hyper - Azucena (CG context) - Upstream","Os03g0818200"
"3541","hyper - Azucena (CG context) - Upstream","Os03g0856000"
"3542","hyper - Azucena (CG context) - Upstream","Os04g0251825"
"3543","hyper - Azucena (CG context) - Upstream","Os04g0308000"
"3544","hyper - Azucena (CG context) - Upstream","Os04g0359300"
"3545","hyper - Azucena (CG context) - Upstream","Os04g0390700"
"3546","hyper - Azucena (CG context) - Upstream","Os04g0395800"
"3547","hyper - Azucena (CG context) - Upstream","Os04g0431200"
"3548","hyper - Azucena (CG context) - Upstream","Os04g0448500"
"3549","hyper - Azucena (CG context) - Upstream","Os04g0448550"
"3550","hyper - Azucena (CG context) - Upstream","Os04g0469400"
"3551","hyper - Azucena (CG context) - Upstream","Os04g0471300"
"3552","hyper - Azucena (CG context) - Upstream","Os04g0484300"
"3553","hyper - Azucena (CG context) - Upstream","Os04g0485200"
"3554","hyper - Azucena (CG context) - Upstream","Os04g0513100"
"3555","hyper - Azucena (CG context) - Upstream","Os04g0513200"
"3556","hyper - Azucena (CG context) - Upstream","Os04g0559550"
"3557","hyper - Azucena (CG context) - Upstream","Os04g0581502"
"3558","hyper - Azucena (CG context) - Upstream","Os04g0581600"
"3559","hyper - Azucena (CG context) - Upstream","Os04g0609200"
"3560","hyper - Azucena (CG context) - Upstream","Os05g0110600"
"3561","hyper - Azucena (CG context) - Upstream","Os05g0125600"
"3562","hyper - Azucena (CG context) - Upstream","Os05g0196500"
"3563","hyper - Azucena (CG context) - Upstream","Os05g0247800"
"3564","hyper - Azucena (CG context) - Upstream","Os05g0319800"
"3565","hyper - Azucena (CG context) - Upstream","Os05g0319850"
"3566","hyper - Azucena (CG context) - Upstream","Os05g0370900"
"3567","hyper - Azucena (CG context) - Upstream","Os05g0397600"
"3568","hyper - Azucena (CG context) - Upstream","Os05g0423400"
"3569","hyper - Azucena (CG context) - Upstream","Os05g0476332"
"3570","hyper - Azucena (CG context) - Upstream","Os05g0476350"
"3571","hyper - Azucena (CG context) - Upstream","Os05g0486700"
"3572","hyper - Azucena (CG context) - Upstream","Os05g0486833"
"3573","hyper - Azucena (CG context) - Upstream","Os05g0495650"
"3574","hyper - Azucena (CG context) - Upstream","Os05g0510400"
"3575","hyper - Azucena (CG context) - Upstream","Os05g0535700"
"3576","hyper - Azucena (CG context) - Upstream","Os05g0539800"
"3577","hyper - Azucena (CG context) - Upstream","Os05g0582300"
"3578","hyper - Azucena (CG context) - Upstream","Os06g0110400"
"3579","hyper - Azucena (CG context) - Upstream","Os06g0116900"
"3580","hyper - Azucena (CG context) - Upstream","Os06g0140400"
"3581","hyper - Azucena (CG context) - Upstream","Os06g0146300"
"3582","hyper - Azucena (CG context) - Upstream","Os06g0163100"
"3583","hyper - Azucena (CG context) - Upstream","Os06g0215950"
"3584","hyper - Azucena (CG context) - Upstream","Os06g0278450"
"3585","hyper - Azucena (CG context) - Upstream","Os06g0345732"
"3586","hyper - Azucena (CG context) - Upstream","Os06g0472300"
"3587","hyper - Azucena (CG context) - Upstream","Os06g0472350"
"3588","hyper - Azucena (CG context) - Upstream","Os06g0487900"
"3589","hyper - Azucena (CG context) - Upstream","Os06g0498450"
"3590","hyper - Azucena (CG context) - Upstream","Os06g0564400"
"3591","hyper - Azucena (CG context) - Upstream","Os06g0594100"
"3592","hyper - Azucena (CG context) - Upstream","Os06g0607900"
"3593","hyper - Azucena (CG context) - Upstream","Os06g0650600"
"3594","hyper - Azucena (CG context) - Upstream","Os07g0123500"
"3595","hyper - Azucena (CG context) - Upstream","Os07g0123533"
"3596","hyper - Azucena (CG context) - Upstream","Os07g0287800"
"3597","hyper - Azucena (CG context) - Upstream","Os07g0467800"
"3598","hyper - Azucena (CG context) - Upstream","Os07g0487849"
"3599","hyper - Azucena (CG context) - Upstream","Os07g0572050"
"3600","hyper - Azucena (CG context) - Upstream","Os07g0572075"
"3601","hyper - Azucena (CG context) - Upstream","Os07g0573800"
"3602","hyper - Azucena (CG context) - Upstream","Os07g0588300"
"3603","hyper - Azucena (CG context) - Upstream","Os07g0596300"
"3604","hyper - Azucena (CG context) - Upstream","Os07g0600700"
"3605","hyper - Azucena (CG context) - Upstream","Os07g0604300"
"3606","hyper - Azucena (CG context) - Upstream","Os07g0604350"
"3607","hyper - Azucena (CG context) - Upstream","Os07g0612400"
"3608","hyper - Azucena (CG context) - Upstream","Os07g0634200"
"3609","hyper - Azucena (CG context) - Upstream","Os07g0635600"
"3610","hyper - Azucena (CG context) - Upstream","Os07g0660466"
"3611","hyper - Azucena (CG context) - Upstream","Os07g0660500"
"3612","hyper - Azucena (CG context) - Upstream","Os07g0669800"
"3613","hyper - Azucena (CG context) - Upstream","Os07g0669750"
"3614","hyper - Azucena (CG context) - Upstream","Os07g0687400"
"3615","hyper - Azucena (CG context) - Upstream","Os08g0107700"
"3616","hyper - Azucena (CG context) - Upstream","Os08g0125006"
"3617","hyper - Azucena (CG context) - Upstream","Os08g0131000"
"3618","hyper - Azucena (CG context) - Upstream","Os08g0160000"
"3619","hyper - Azucena (CG context) - Upstream","Os08g0160500"
"3620","hyper - Azucena (CG context) - Upstream","Os08g0160600"
"3621","hyper - Azucena (CG context) - Upstream","Os08g0176200"
"3622","hyper - Azucena (CG context) - Upstream","Os08g0180100"
"3623","hyper - Azucena (CG context) - Upstream","Os08g0207000"
"3624","hyper - Azucena (CG context) - Upstream","Os08g0256700"
"3625","hyper - Azucena (CG context) - Upstream","Os08g0298500"
"3626","hyper - Azucena (CG context) - Upstream","Os08g0337700"
"3627","hyper - Azucena (CG context) - Upstream","Os08g0352250"
"3628","hyper - Azucena (CG context) - Upstream","Os08g0352400"
"3629","hyper - Azucena (CG context) - Upstream","Os08g0387500"
"3630","hyper - Azucena (CG context) - Upstream","Os08g0428400"
"3631","hyper - Azucena (CG context) - Upstream","Os08g0444440"
"3632","hyper - Azucena (CG context) - Upstream","Os08g0452500"
"3633","hyper - Azucena (CG context) - Upstream","Os08g0454000"
"3634","hyper - Azucena (CG context) - Upstream","Os08g0483800"
"3635","hyper - Azucena (CG context) - Upstream","Os08g0535600"
"3636","hyper - Azucena (CG context) - Upstream","Os08g0562750"
"3637","hyper - Azucena (CG context) - Upstream","Os09g0109500"
"3638","hyper - Azucena (CG context) - Upstream","Os09g0119600"
"3639","hyper - Azucena (CG context) - Upstream","Os09g0344900"
"3640","hyper - Azucena (CG context) - Upstream","Os09g0345000"
"3641","hyper - Azucena (CG context) - Upstream","Os09g0375000"
"3642","hyper - Azucena (CG context) - Upstream","Os09g0381400"
"3643","hyper - Azucena (CG context) - Upstream","Os09g0408300"
"3644","hyper - Azucena (CG context) - Upstream","Os09g0414500"
"3645","hyper - Azucena (CG context) - Upstream","Os09g0429766"
"3646","hyper - Azucena (CG context) - Upstream","Os09g0464100"
"3647","hyper - Azucena (CG context) - Upstream","Os09g0472200"
"3648","hyper - Azucena (CG context) - Upstream","Os09g0482800"
"3649","hyper - Azucena (CG context) - Upstream","Os09g0558900"
"3650","hyper - Azucena (CG context) - Upstream","Os10g0147250"
"3651","hyper - Azucena (CG context) - Upstream","Os10g0331866"
"3652","hyper - Azucena (CG context) - Upstream","Os10g0332000"
"3653","hyper - Azucena (CG context) - Upstream","Os10g0382400"
"3654","hyper - Azucena (CG context) - Upstream","Os10g0412800"
"3655","hyper - Azucena (CG context) - Upstream","Os10g0416500"
"3656","hyper - Azucena (CG context) - Upstream","Os10g0452800"
"3657","hyper - Azucena (CG context) - Upstream","Os10g0456900"
"3658","hyper - Azucena (CG context) - Upstream","Os10g0506900"
"3659","hyper - Azucena (CG context) - Upstream","Os10g0538950"
"3660","hyper - Azucena (CG context) - Upstream","Os10g0551200"
"3661","hyper - Azucena (CG context) - Upstream","Os11g0137200"
"3662","hyper - Azucena (CG context) - Upstream","Os11g0151800"
"3663","hyper - Azucena (CG context) - Upstream","Os11g0167400"
"3664","hyper - Azucena (CG context) - Upstream","Os11g0208000"
"3665","hyper - Azucena (CG context) - Upstream","Os11g0208300"
"3666","hyper - Azucena (CG context) - Upstream","Os11g0227600"
"3667","hyper - Azucena (CG context) - Upstream","Os11g0261900"
"3668","hyper - Azucena (CG context) - Upstream","Os11g0490600"
"3669","hyper - Azucena (CG context) - Upstream","Os11g0525900"
"3670","hyper - Azucena (CG context) - Upstream","Os11g0531300"
"3671","hyper - Azucena (CG context) - Upstream","Os11g0537900"
"3672","hyper - Azucena (CG context) - Upstream","Os11g0549469"
"3673","hyper - Azucena (CG context) - Upstream","Os11g0564800"
"3674","hyper - Azucena (CG context) - Upstream","Os11g0615300"
"3675","hyper - Azucena (CG context) - Upstream","Os11g0639000"
"3676","hyper - Azucena (CG context) - Upstream","Os11g0641500"
"3677","hyper - Azucena (CG context) - Upstream","Os11g0684100"
"3678","hyper - Azucena (CG context) - Upstream","Os11g0687800"
"3679","hyper - Azucena (CG context) - Upstream","Os12g0117800"
"3680","hyper - Azucena (CG context) - Upstream","Os12g0231100"
"3681","hyper - Azucena (CG context) - Upstream","Os12g0438000"
"3682","hyper - Azucena (CG context) - Upstream","Os12g0458100"
"3683","hyper - Azucena (CG context) - Upstream","Os12g0582900"
"3684","hyper - Azucena (CG context) - Upstream","Os12g0590500"
"3685","hyper - Azucena (CG context) - Upstream","Os12g0596300"
"3686","hyper - Azucena (CG context) - Upstream","Os12g0625102"
"3687","hypo - Azucena (CG context) - Upstream","Os01g0127000"
"3688","hypo - Azucena (CG context) - Upstream","Os01g0127100"
"3689","hypo - Azucena (CG context) - Upstream","Os01g0142600"
"3690","hypo - Azucena (CG context) - Upstream","Os01g0148200"
"3691","hypo - Azucena (CG context) - Upstream","Os01g0296100"
"3692","hypo - Azucena (CG context) - Upstream","Os01g0299400"
"3693","hypo - Azucena (CG context) - Upstream","Os01g0337500"
"3694","hypo - Azucena (CG context) - Upstream","Os01g0338150"
"3695","hypo - Azucena (CG context) - Upstream","Os01g0338100"
"3696","hypo - Azucena (CG context) - Upstream","Os01g0566500"
"3697","hypo - Azucena (CG context) - Upstream","Os01g0629900"
"3698","hypo - Azucena (CG context) - Upstream","Os01g0661200"
"3699","hypo - Azucena (CG context) - Upstream","Os01g0664200"
"3700","hypo - Azucena (CG context) - Upstream","Os01g0672600"
"3701","hypo - Azucena (CG context) - Upstream","Os01g0672700"
"3702","hypo - Azucena (CG context) - Upstream","Os01g0676800"
"3703","hypo - Azucena (CG context) - Upstream","Os01g0704300"
"3704","hypo - Azucena (CG context) - Upstream","Os01g0750300"
"3705","hypo - Azucena (CG context) - Upstream","Os01g0776300"
"3706","hypo - Azucena (CG context) - Upstream","Os01g0789100"
"3707","hypo - Azucena (CG context) - Upstream","Os01g0852900"
"3708","hypo - Azucena (CG context) - Upstream","Os01g0897100"
"3709","hypo - Azucena (CG context) - Upstream","Os01g0897150"
"3710","hypo - Azucena (CG context) - Upstream","Os01g0897700"
"3711","hypo - Azucena (CG context) - Upstream","Os01g0929967"
"3712","hypo - Azucena (CG context) - Upstream","Os01g0946550"
"3713","hypo - Azucena (CG context) - Upstream","Os01g0946600"
"3714","hypo - Azucena (CG context) - Upstream","Os01g0959100"
"3715","hypo - Azucena (CG context) - Upstream","Os02g0116700"
"3716","hypo - Azucena (CG context) - Upstream","Os02g0116750"
"3717","hypo - Azucena (CG context) - Upstream","Os02g0135300"
"3718","hypo - Azucena (CG context) - Upstream","Os02g0225900"
"3719","hypo - Azucena (CG context) - Upstream","Os02g0242550"
"3720","hypo - Azucena (CG context) - Upstream","Os02g0503400"
"3721","hypo - Azucena (CG context) - Upstream","Os02g0553600"
"3722","hypo - Azucena (CG context) - Upstream","Os02g0570500"
"3723","hypo - Azucena (CG context) - Upstream","Os02g0570600"
"3724","hypo - Azucena (CG context) - Upstream","Os02g0595400"
"3725","hypo - Azucena (CG context) - Upstream","Os02g0596000"
"3726","hypo - Azucena (CG context) - Upstream","Os02g0628600"
"3727","hypo - Azucena (CG context) - Upstream","Os02g0631700"
"3728","hypo - Azucena (CG context) - Upstream","Os02g0693200"
"3729","hypo - Azucena (CG context) - Upstream","Os02g0697450"
"3730","hypo - Azucena (CG context) - Upstream","Os02g0728850"
"3731","hypo - Azucena (CG context) - Upstream","Os02g0738400"
"3732","hypo - Azucena (CG context) - Upstream","Os02g0794600"
"3733","hypo - Azucena (CG context) - Upstream","Os02g0796900"
"3734","hypo - Azucena (CG context) - Upstream","Os02g0811200"
"3735","hypo - Azucena (CG context) - Upstream","Os03g0108700"
"3736","hypo - Azucena (CG context) - Upstream","Os03g0123300"
"3737","hypo - Azucena (CG context) - Upstream","Os03g0130300"
"3738","hypo - Azucena (CG context) - Upstream","Os03g0162900"
"3739","hypo - Azucena (CG context) - Upstream","Os03g0207300"
"3740","hypo - Azucena (CG context) - Upstream","Os03g0213300"
"3741","hypo - Azucena (CG context) - Upstream","Os03g0267400"
"3742","hypo - Azucena (CG context) - Upstream","Os03g0268200"
"3743","hypo - Azucena (CG context) - Upstream","Os03g0268250"
"3744","hypo - Azucena (CG context) - Upstream","Os03g0341200"
"3745","hypo - Azucena (CG context) - Upstream","Os03g0346200"
"3746","hypo - Azucena (CG context) - Upstream","Os03g0362200"
"3747","hypo - Azucena (CG context) - Upstream","Os03g0405900"
"3748","hypo - Azucena (CG context) - Upstream","Os03g0406001"
"3749","hypo - Azucena (CG context) - Upstream","Os03g0423300"
"3750","hypo - Azucena (CG context) - Upstream","Os03g0598800"
"3751","hypo - Azucena (CG context) - Upstream","Os03g0633800"
"3752","hypo - Azucena (CG context) - Upstream","Os03g0693900"
"3753","hypo - Azucena (CG context) - Upstream","Os03g0723700"
"3754","hypo - Azucena (CG context) - Upstream","Os03g0723800"
"3755","hypo - Azucena (CG context) - Upstream","Os03g0748100"
"3756","hypo - Azucena (CG context) - Upstream","Os03g0764000"
"3757","hypo - Azucena (CG context) - Upstream","Os03g0774600"
"3758","hypo - Azucena (CG context) - Upstream","Os03g0785401"
"3759","hypo - Azucena (CG context) - Upstream","Os03g0791200"
"3760","hypo - Azucena (CG context) - Upstream","Os03g0806900"
"3761","hypo - Azucena (CG context) - Upstream","Os03g0807600"
"3762","hypo - Azucena (CG context) - Upstream","Os03g0812000"
"3763","hypo - Azucena (CG context) - Upstream","Os04g0105450"
"3764","hypo - Azucena (CG context) - Upstream","Os04g0134800"
"3765","hypo - Azucena (CG context) - Upstream","Os04g0171800"
"3766","hypo - Azucena (CG context) - Upstream","Os04g0184900"
"3767","hypo - Azucena (CG context) - Upstream","Os04g0267250"
"3768","hypo - Azucena (CG context) - Upstream","Os04g0307300"
"3769","hypo - Azucena (CG context) - Upstream","Os04g0310500"
"3770","hypo - Azucena (CG context) - Upstream","Os04g0370900"
"3771","hypo - Azucena (CG context) - Upstream","Os04g0388700"
"3772","hypo - Azucena (CG context) - Upstream","Os04g0415600"
"3773","hypo - Azucena (CG context) - Upstream","Os04g0448950"
"3774","hypo - Azucena (CG context) - Upstream","Os04g0463900"
"3775","hypo - Azucena (CG context) - Upstream","Os04g0604500"
"3776","hypo - Azucena (CG context) - Upstream","Os04g0620400"
"3777","hypo - Azucena (CG context) - Upstream","Os04g0674700"
"3778","hypo - Azucena (CG context) - Upstream","Os04g0674750"
"3779","hypo - Azucena (CG context) - Upstream","Os04g0688500"
"3780","hypo - Azucena (CG context) - Upstream","Os04g0690500"
"3781","hypo - Azucena (CG context) - Upstream","Os04g0692800"
"3782","hypo - Azucena (CG context) - Upstream","Os05g0109400"
"3783","hypo - Azucena (CG context) - Upstream","Os05g0121400"
"3784","hypo - Azucena (CG context) - Upstream","Os05g0126800"
"3785","hypo - Azucena (CG context) - Upstream","Os05g0141400"
"3786","hypo - Azucena (CG context) - Upstream","Os05g0149400"
"3787","hypo - Azucena (CG context) - Upstream","Os05g0149450"
"3788","hypo - Azucena (CG context) - Upstream","Os05g0151700"
"3789","hypo - Azucena (CG context) - Upstream","Os05g0215500"
"3790","hypo - Azucena (CG context) - Upstream","Os05g0219900"
"3791","hypo - Azucena (CG context) - Upstream","Os05g0241300"
"3792","hypo - Azucena (CG context) - Upstream","Os05g0313500"
"3793","hypo - Azucena (CG context) - Upstream","Os05g0326400"
"3794","hypo - Azucena (CG context) - Upstream","Os05g0373300"
"3795","hypo - Azucena (CG context) - Upstream","Os05g0395116"
"3796","hypo - Azucena (CG context) - Upstream","Os05g0397600"
"3797","hypo - Azucena (CG context) - Upstream","Os05g0406100"
"3798","hypo - Azucena (CG context) - Upstream","Os05g0406150"
"3799","hypo - Azucena (CG context) - Upstream","Os05g0409200"
"3800","hypo - Azucena (CG context) - Upstream","Os05g0432200"
"3801","hypo - Azucena (CG context) - Upstream","Os05g0464001"
"3802","hypo - Azucena (CG context) - Upstream","Os05g0473000"
"3803","hypo - Azucena (CG context) - Upstream","Os05g0473101"
"3804","hypo - Azucena (CG context) - Upstream","Os05g0536250"
"3805","hypo - Azucena (CG context) - Upstream","Os05g0541500"
"3806","hypo - Azucena (CG context) - Upstream","Os05g0555700"
"3807","hypo - Azucena (CG context) - Upstream","Os06g0116100"
"3808","hypo - Azucena (CG context) - Upstream","Os06g0116300"
"3809","hypo - Azucena (CG context) - Upstream","Os06g0163200"
"3810","hypo - Azucena (CG context) - Upstream","Os06g0164000"
"3811","hypo - Azucena (CG context) - Upstream","Os06g0164500"
"3812","hypo - Azucena (CG context) - Upstream","Os06g0171900"
"3813","hypo - Azucena (CG context) - Upstream","Os06g0203400"
"3814","hypo - Azucena (CG context) - Upstream","Os06g0224775"
"3815","hypo - Azucena (CG context) - Upstream","Os06g0225600"
"3816","hypo - Azucena (CG context) - Upstream","Os06g0237900"
"3817","hypo - Azucena (CG context) - Upstream","Os06g0280900"
"3818","hypo - Azucena (CG context) - Upstream","Os06g0293000"
"3819","hypo - Azucena (CG context) - Upstream","Os06g0293050"
"3820","hypo - Azucena (CG context) - Upstream","Os06g0300000"
"3821","hypo - Azucena (CG context) - Upstream","Os06g0300100"
"3822","hypo - Azucena (CG context) - Upstream","Os06g0324000"
"3823","hypo - Azucena (CG context) - Upstream","Os06g0326700"
"3824","hypo - Azucena (CG context) - Upstream","Os06g0351500"
"3825","hypo - Azucena (CG context) - Upstream","Os06g0507900"
"3826","hypo - Azucena (CG context) - Upstream","Os06g0542100"
"3827","hypo - Azucena (CG context) - Upstream","Os06g0567433"
"3828","hypo - Azucena (CG context) - Upstream","Os06g0595800"
"3829","hypo - Azucena (CG context) - Upstream","Os06g0612550"
"3830","hypo - Azucena (CG context) - Upstream","Os06g0614300"
"3831","hypo - Azucena (CG context) - Upstream","Os06g0678500"
"3832","hypo - Azucena (CG context) - Upstream","Os06g0702800"
"3833","hypo - Azucena (CG context) - Upstream","Os06g0705600"
"3834","hypo - Azucena (CG context) - Upstream","Os06g0706400"
"3835","hypo - Azucena (CG context) - Upstream","Os06g0709000"
"3836","hypo - Azucena (CG context) - Upstream","Os07g0124100"
"3837","hypo - Azucena (CG context) - Upstream","Os07g0142802"
"3838","hypo - Azucena (CG context) - Upstream","Os07g0154300"
"3839","hypo - Azucena (CG context) - Upstream","Os07g0160300"
"3840","hypo - Azucena (CG context) - Upstream","Os07g0200900"
"3841","hypo - Azucena (CG context) - Upstream","Os07g0203500"
"3842","hypo - Azucena (CG context) - Upstream","Os07g0222300"
"3843","hypo - Azucena (CG context) - Upstream","Os07g0235800"
"3844","hypo - Azucena (CG context) - Upstream","Os07g0253000"
"3845","hypo - Azucena (CG context) - Upstream","Os07g0259400"
"3846","hypo - Azucena (CG context) - Upstream","Os07g0259450"
"3847","hypo - Azucena (CG context) - Upstream","Os07g0412400"
"3848","hypo - Azucena (CG context) - Upstream","Os07g0519725"
"3849","hypo - Azucena (CG context) - Upstream","Os07g0519800"
"3850","hypo - Azucena (CG context) - Upstream","Os07g0527000"
"3851","hypo - Azucena (CG context) - Upstream","Os07g0537200"
"3852","hypo - Azucena (CG context) - Upstream","Os07g0581100"
"3853","hypo - Azucena (CG context) - Upstream","Os07g0599700"
"3854","hypo - Azucena (CG context) - Upstream","Os07g0646500"
"3855","hypo - Azucena (CG context) - Upstream","Os07g0657600"
"3856","hypo - Azucena (CG context) - Upstream","Os07g0670600"
"3857","hypo - Azucena (CG context) - Upstream","Os08g0136700"
"3858","hypo - Azucena (CG context) - Upstream","Os08g0136725"
"3859","hypo - Azucena (CG context) - Upstream","Os08g0153700"
"3860","hypo - Azucena (CG context) - Upstream","Os08g0153600"
"3861","hypo - Azucena (CG context) - Upstream","Os08g0200500"
"3862","hypo - Azucena (CG context) - Upstream","Os08g0227100"
"3863","hypo - Azucena (CG context) - Upstream","Os08g0235400"
"3864","hypo - Azucena (CG context) - Upstream","Os08g0240966"
"3865","hypo - Azucena (CG context) - Upstream","Os08g0242900"
"3866","hypo - Azucena (CG context) - Upstream","Os08g0243001"
"3867","hypo - Azucena (CG context) - Upstream","Os08g0244750"
"3868","hypo - Azucena (CG context) - Upstream","Os08g0249000"
"3869","hypo - Azucena (CG context) - Upstream","Os08g0258200"
"3870","hypo - Azucena (CG context) - Upstream","Os08g0328300"
"3871","hypo - Azucena (CG context) - Upstream","Os08g0368000"
"3872","hypo - Azucena (CG context) - Upstream","Os08g0368166"
"3873","hypo - Azucena (CG context) - Upstream","Os08g0392100"
"3874","hypo - Azucena (CG context) - Upstream","Os08g0411500"
"3875","hypo - Azucena (CG context) - Upstream","Os08g0419100"
"3876","hypo - Azucena (CG context) - Upstream","Os08g0435700"
"3877","hypo - Azucena (CG context) - Upstream","Os08g0436800"
"3878","hypo - Azucena (CG context) - Upstream","Os08g0457100"
"3879","hypo - Azucena (CG context) - Upstream","Os08g0537600"
"3880","hypo - Azucena (CG context) - Upstream","Os08g0566400"
"3881","hypo - Azucena (CG context) - Upstream","Os09g0115950"
"3882","hypo - Azucena (CG context) - Upstream","Os09g0290900"
"3883","hypo - Azucena (CG context) - Upstream","Os09g0314200"
"3884","hypo - Azucena (CG context) - Upstream","Os09g0358100"
"3885","hypo - Azucena (CG context) - Upstream","Os09g0365300"
"3886","hypo - Azucena (CG context) - Upstream","Os09g0370300"
"3887","hypo - Azucena (CG context) - Upstream","Os09g0407200"
"3888","hypo - Azucena (CG context) - Upstream","Os09g0449500"
"3889","hypo - Azucena (CG context) - Upstream","Os09g0455400"
"3890","hypo - Azucena (CG context) - Upstream","Os09g0469900"
"3891","hypo - Azucena (CG context) - Upstream","Os09g0571100"
"3892","hypo - Azucena (CG context) - Upstream","Os10g0100700"
"3893","hypo - Azucena (CG context) - Upstream","Os10g0320100"
"3894","hypo - Azucena (CG context) - Upstream","Os10g0360600"
"3895","hypo - Azucena (CG context) - Upstream","Os10g0369900"
"3896","hypo - Azucena (CG context) - Upstream","Os10g0429651"
"3897","hypo - Azucena (CG context) - Upstream","Os10g0439333"
"3898","hypo - Azucena (CG context) - Upstream","Os10g0491400"
"3899","hypo - Azucena (CG context) - Upstream","Os10g0524400"
"3900","hypo - Azucena (CG context) - Upstream","Os10g0532800"
"3901","hypo - Azucena (CG context) - Upstream","Os10g0561900"
"3902","hypo - Azucena (CG context) - Upstream","Os10g0570200"
"3903","hypo - Azucena (CG context) - Upstream","Os10g0580550"
"3904","hypo - Azucena (CG context) - Upstream","Os11g0109050"
"3905","hypo - Azucena (CG context) - Upstream","Os11g0219400"
"3906","hypo - Azucena (CG context) - Upstream","Os11g0226201"
"3907","hypo - Azucena (CG context) - Upstream","Os11g0232000"
"3908","hypo - Azucena (CG context) - Upstream","Os11g0264600"
"3909","hypo - Azucena (CG context) - Upstream","Os11g0264900"
"3910","hypo - Azucena (CG context) - Upstream","Os11g0264950"
"3911","hypo - Azucena (CG context) - Upstream","Os11g0297900"
"3912","hypo - Azucena (CG context) - Upstream","Os11g0448000"
"3913","hypo - Azucena (CG context) - Upstream","Os11g0484400"
"3914","hypo - Azucena (CG context) - Upstream","Os11g0590400"
"3915","hypo - Azucena (CG context) - Upstream","Os11g0593600"
"3916","hypo - Azucena (CG context) - Upstream","Os11g0639100"
"3917","hypo - Azucena (CG context) - Upstream","Os11g0659600"
"3918","hypo - Azucena (CG context) - Upstream","Os11g0677500"
"3919","hypo - Azucena (CG context) - Upstream","Os12g0151000"
"3920","hypo - Azucena (CG context) - Upstream","Os12g0180100"
"3921","hypo - Azucena (CG context) - Upstream","Os12g0180250"
"3922","hypo - Azucena (CG context) - Upstream","Os12g0180600"
"3923","hypo - Azucena (CG context) - Upstream","Os12g0188566"
"3924","hypo - Azucena (CG context) - Upstream","Os12g0210450"
"3925","hypo - Azucena (CG context) - Upstream","Os12g0221400"
"3926","hypo - Azucena (CG context) - Upstream","Os12g0233300"
"3927","hypo - Azucena (CG context) - Upstream","Os12g0414500"
"3928","hypo - Azucena (CG context) - Upstream","Os12g0480200"
"3929","hypo - Azucena (CG context) - Upstream","Os12g0480250"
"3930","hypo - Azucena (CG context) - Upstream","Os12g0552200"
"3931","hypo - Azucena (CG context) - Upstream","Os12g0556600"
"3932","hypo - Azucena (CG context) - Upstream","Os12g0556701"
"3933","hypo - Azucena (CG context) - Upstream","Os12g0563300"
"3934","hypo - Azucena (CG context) - Upstream","Os12g0563350"
"3935","hypo - Azucena (CG context) - Upstream","Os12g0563600"
"3936","hypo - Azucena (CG context) - Upstream","Os12g0578600"
"3937","hypo - Azucena (CG context) - Upstream","Os12g0586300"
"3938","hypo - Azucena (CG context) - Upstream","Os12g0604000"
"3939","hypo - Azucena (CG context) - Upstream","Os12g0631200"
"3940","hypo - Azucena (CG context) - Upstream","Os12g0636700"
"3941","hypo - Azucena (CHG context) - Upstream","Os01g0100200"
